AÑO,TRIMESTRE,PROVEEDOR,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,CABECERA_MUNICIPAL,COD_CENTRO_POBLADO,CENTRO_POBLADO,COBERTURA_2G,COBERTURA_3G,COBERTURA_HSPA_HSPA_DC,COBERTURA_4G,COBERTURA_LTE,COBERTURA_5G,ESTRATO_PROMEDIO,INGRESO_PROMEDIO_HOGAR,TASA_POBREZA,INDICE_NBI,TASA_DESEMPLEO,TASA_ELECTRIFICACION,PCT_HOGARES_INTERNET,ALTITUD_MSNM,PRECIPITACION_MEDIA,INV_PUBLICA_PER_CAPITA,NOMBRE_PROVEEDOR_COMERCIAL
2023,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,SÍ,68684001,SAN JOSÉ DE MIRANDA,SÍ,SÍ,SÍ,NO,SÍ,NO,3,5606425,44.26,11.47,9.17,93.78,52.97,1731,3193.7,789746,CLARO COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23580,PUERTO LIBERTADOR,NO,23580009,SANTA FÉ LAS CLARAS,SÍ,SÍ,NO,NO,NO,NO,3,3178837,14.59,24.35,8.25,91.04,40.67,445,2209.1,1520003,CLARO COLOMBIA
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44001,RIOHACHA,NO,44001028,ANAIME,SÍ,NO,NO,NO,NO,NO,2,2324102,58.26,45.67,9.32,84.84,51.1,715,1682.0,1419282,MOVISTAR COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5147,CAREPA,NO,5147003,PIEDRAS BLANCAS,SÍ,SÍ,SÍ,SÍ,NO,NO,5,3990541,34.42,43.06,13.34,88.52,56.41,3023,2422.4,417192,CLARO COLOMBIA
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5038,ANGOSTURA,SÍ,5038000,ANGOSTURA,NO,NO,NO,SÍ,NO,NO,1,1464180,17.53,23.04,5.44,99.35,34.16,818,3119.3,455439,MOVISTAR COLOMBIA
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5658,SAN JOSÉ DE LA MONTAÑA,SÍ,5658000,SAN JOSÉ DE LA MONTAÑA,NO,NO,NO,SÍ,NO,NO,4,3183366,27.12,39.34,18.61,93.16,64.69,2151,3243.8,112026,MOVISTAR COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8634,SABANAGRANDE,SÍ,8634000,SABANAGRANDE,SÍ,SÍ,SÍ,SÍ,NO,NO,1,2835848,30.67,42.04,7.34,91.29,65.86,2789,1636.1,206147,CLARO COLOMBIA
2023,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23815,TUCHÍN,NO,23815014,BELLA VISTA,SÍ,NO,NO,NO,NO,NO,5,5922930,47.91,45.0,8.3,98.66,74.34,425,3024.1,1704453,MOVISTAR COLOMBIA
2023,3,AVANTEL S.A.S,27,CHOCÓ,27495,NUQUÍ,SÍ,27495000,NUQUÍ,SÍ,SÍ,SÍ,NO,NO,NO,4,3239855,47.17,29.5,12.77,91.73,31.75,1124,2802.3,1781063,AVANTEL
2023,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15500,OICATÁ,SÍ,15500000,OICATÁ,SÍ,SÍ,SÍ,SÍ,NO,NO,5,1004615,40.6,14.2,15.65,90.52,62.47,1564,3856.9,983706,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68406,LEBRIJA,NO,68406026,CONDOMINIO VILLAS DE PALO NEGRO,SÍ,SÍ,SÍ,SÍ,NO,NO,3,2325233,15.3,16.49,6.44,95.19,33.17,2686,3758.8,388988,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8421,LURUACO,NO,8421001,ARROYO DE PIEDRA,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4696022,17.58,18.31,9.77,94.25,72.07,849,3262.8,452559,CLARO COLOMBIA
2023,1,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76020,ALCALÁ,SÍ,76020001,ALCALÁ,SÍ,SÍ,SÍ,NO,SÍ,NO,3,2603740,14.69,31.72,19.53,83.86,33.34,1545,3031.9,1357150,TIGO COLOMBIA
2023,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,54003,ABREGO,SÍ,54003000,ÁBREGO,SÍ,SÍ,SÍ,SÍ,NO,NO,1,4768222,38.86,6.48,8.94,89.43,84.7,1129,1459.1,1362916,MOVISTAR COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54405,LOS PATIOS,NO,54405008,LAGOS DE PALUJAN,SÍ,SÍ,SÍ,SÍ,NO,NO,1,3868893,53.86,33.62,9.7,89.45,72.12,1702,3460.9,154708,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41001,NEIVA,NO,41001012,VEGALARGA,SÍ,NO,NO,NO,NO,NO,4,1638003,31.69,21.4,17.55,87.56,60.44,2001,1996.3,557141,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,NO,25899029,EL CODITO,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4233382,18.04,18.29,5.75,90.35,56.49,2816,1452.8,1743689,CLARO COLOMBIA
2023,3,PARTNERS TELECOM COLOMBIA SAS,76,VALLE DEL CAUCA,76520,PALMIRA,SÍ,76520000,PALMIRA,NO,SÍ,SÍ,SÍ,NO,NO,5,1081570,37.9,44.58,11.97,88.26,37.84,276,1844.6,1724438,WOM COLOMBIA
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13001,CARTAGENA,NO,13001001,ARROYO DE PIEDRA,SÍ,SÍ,SÍ,NO,NO,NO,5,3982993,50.59,25.7,10.69,83.99,47.46,3136,3425.8,1496268,MOVISTAR COLOMBIA
2023,3,PARTNERS TELECOM COLOMBIA SAS,5,ANTIOQUIA,5659,SAN JUAN DE URABÁ,NO,0,SIN CENTRO POBLADO,NO,NO,NO,SÍ,NO,NO,3,4881082,47.09,9.28,9.75,88.25,82.14,1806,1020.2,512028,WOM COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25572,PUERTO SALGAR,NO,25572003,PUERTO LIBRE,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4195049,54.07,42.2,9.29,81.45,84.27,2947,2096.6,1380985,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23300,COTORRA,NO,23300007,VILLA NUEVA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,866150,23.9,7.14,6.37,91.52,30.04,2235,2223.3,1859245,CLARO COLOMBIA
2023,3,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,NO,23682006,VERSALLES,NO,NO,NO,SÍ,NO,NO,5,3234206,19.7,37.7,9.72,97.07,65.65,1939,628.2,1737094,TIGO COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85250,PAZ DE ARIPORO,NO,85250002,CENTRO GAITÁN,SÍ,SÍ,NO,NO,NO,NO,5,1359723,53.99,39.83,5.65,94.51,73.16,2152,1185.1,1403027,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68547,PIEDECUESTA,NO,68547021,ALTAMIRA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,3347500,42.88,20.87,16.71,87.21,67.12,545,3393.6,927013,CLARO COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23189,CIÉNAGA DE ORO,NO,23189023,SAN ANTONIO DEL TÁCHIRA,SÍ,SÍ,SÍ,NO,NO,NO,5,4155745,25.55,42.12,10.97,81.74,34.9,2427,3407.7,1395750,CLARO COLOMBIA
2023,4,COLOMBIA MOVIL  S.A ESP,8,ATLÁNTICO,8433,MALAMBO,SÍ,8433000,MALAMBO,NO,SÍ,SÍ,SÍ,NO,NO,3,1799554,47.12,28.2,11.66,84.04,43.06,109,1523.5,539844,TIGO COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5501,OLAYA,NO,5501004,QUEBRADA SECA,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4993060,50.76,25.85,18.4,90.91,45.02,544,3562.1,1368276,CLARO COLOMBIA
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68101,BOLÍVAR,SÍ,68101000,BOLÍVAR,SÍ,SÍ,NO,SÍ,NO,NO,1,4958634,40.75,7.04,14.87,84.14,79.9,2401,3201.2,387249,MOVISTAR COLOMBIA
2023,4,COLOMBIA MOVIL  S.A ESP,70,SUCRE,70233,EL ROBLE,SÍ,70233000,EL ROBLE,NO,SÍ,SÍ,SÍ,NO,NO,4,934055,44.39,18.05,5.12,90.88,57.79,742,1962.7,614539,TIGO COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70204,COLOSO,SÍ,70204000,RICAURTE (COLOSO),SÍ,SÍ,SÍ,SÍ,NO,NO,5,1476022,28.76,46.9,19.15,84.63,59.21,2364,3119.4,431301,CLARO COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41872,VILLAVIEJA,NO,41872004,POLONIA,SÍ,SÍ,SÍ,NO,NO,NO,5,1609942,36.93,22.63,8.56,96.98,86.09,1289,3864.7,1574234,CLARO COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,50,META,50006,ACACÍAS,SÍ,50006000,ACACÍAS,SÍ,SÍ,SÍ,SÍ,NO,NO,1,4679275,36.21,29.6,6.61,87.95,68.23,1875,2106.4,1143840,CLARO COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19075,BALBOA,NO,19075008,LA LOMITA,SÍ,NO,NO,NO,NO,NO,3,1496358,52.4,28.94,16.52,84.91,83.92,1088,1334.5,1497955,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19397,LA VEGA,NO,19397001,ALTAMIRA,SÍ,SÍ,SÍ,NO,NO,NO,2,4395790,52.0,31.57,12.51,96.25,57.39,332,3796.4,870802,CLARO COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20175,CHIMICHAGUA,NO,20175004,CANDELARIA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,2641648,51.63,7.76,11.51,86.86,38.97,1536,2613.1,364491,CLARO COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70221,COVEÑAS,NO,70221002,EL REPARO,SÍ,NO,NO,NO,NO,NO,2,2488472,10.55,21.3,8.74,82.23,85.8,1156,868.4,850382,CLARO COLOMBIA
2023,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,8,ATLÁNTICO,8573,PUERTO COLOMBIA,SÍ,8573000,PUERTO COLOMBIA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,4628433,47.48,37.54,13.21,91.41,57.52,591,2504.4,1982658,ETB
2023,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68160,CEPITÁ,SÍ,68160000,CEPITÁ,SÍ,SÍ,SÍ,SÍ,NO,NO,3,3535264,47.93,14.03,9.12,91.63,40.9,782,2252.0,248182,CLARO COLOMBIA
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52411,LINARES,SÍ,52411000,LINARES,NO,SÍ,SÍ,NO,NO,NO,2,5248748,43.92,14.16,18.52,94.29,48.14,539,3494.6,293242,MOVISTAR COLOMBIA
2023,3,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,15114,BUSBANZÁ,SÍ,15114000,BUSBANZÁ,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3500713,47.81,5.45,8.23,84.8,33.05,2782,2357.4,1022427,TIGO COLOMBIA
2023,3,PARTNERS TELECOM COLOMBIA SAS,13,BOLÍVAR,13744,SIMITÍ,SÍ,13744000,SIMITÍ,NO,SÍ,SÍ,SÍ,NO,NO,3,3108989,52.1,24.69,18.27,88.88,58.1,1558,1393.3,807161,WOM COLOMBIA
2023,1,PARTNERS TELECOM COLOMBIA SAS,5,ANTIOQUIA,5659,SAN JUAN DE URABÁ,NO,5659003,UVEROS,NO,NO,NO,SÍ,NO,NO,2,4937270,33.52,44.72,13.39,85.65,81.19,1519,2864.8,555987,WOM COLOMBIA
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,27,CHOCÓ,27150,CARMEN DEL DARIÉN,SÍ,27150000,CURBARADÓ,NO,SÍ,SÍ,NO,NO,NO,2,5117922,35.1,7.34,17.43,81.62,86.01,2668,2399.0,224926,MOVISTAR COLOMBIA
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47053,ARACATACA,NO,47053013,SAMPUÉS,SÍ,SÍ,SÍ,NO,NO,NO,2,4915625,16.24,13.6,15.69,97.53,85.96,618,1315.7,181147,MOVISTAR COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73055,ARMERO,NO,73055002,MÉNDEZ,SÍ,SÍ,SÍ,NO,NO,NO,1,1259297,29.27,18.95,15.45,94.58,37.51,2956,2507.7,1458855,CLARO COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23001,MONTERÍA,NO,23001020,SANTA LUCÍA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,1820154,42.17,37.93,9.87,86.03,52.92,1833,3375.4,1692063,CLARO COLOMBIA
2023,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5360,ITAGUI,SÍ,5360000,ITAGÜÍ,SÍ,SÍ,NO,SÍ,NO,NO,1,5745169,49.02,33.83,8.51,91.99,31.69,991,600.0,1331784,ETB
2023,4,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,63190,CIRCASIA,NO,63190001,LA POLA,SÍ,NO,NO,NO,NO,NO,3,4877151,20.86,23.72,8.16,84.03,81.31,2146,2708.0,1578367,CLARO COLOMBIA
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,70,SUCRE,70713,SAN ONOFRE,SÍ,70713000,SAN ONOFRE,SÍ,SÍ,SÍ,NO,NO,NO,5,5534963,16.89,39.16,17.86,97.8,51.53,2364,1723.5,320868,MOVISTAR COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,SÍ,27660000,SAN JOSÉ DEL PALMAR,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3603696,43.15,32.43,17.31,82.3,67.87,2170,1524.4,220787,CLARO COLOMBIA
2023,3,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73854,VALLE DE SAN JUAN,SÍ,73854000,VALLE DE SAN JUAN,SÍ,SÍ,SÍ,SÍ,NO,NO,2,2893373,10.09,45.32,11.61,80.08,72.89,2846,1874.1,1064237,TIGO COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47245,EL BANCO,NO,47245025,BOTILLERO,SÍ,SÍ,SÍ,NO,NO,NO,3,3172280,18.92,41.81,6.99,90.04,55.79,1616,1697.1,214427,CLARO COLOMBIA
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76736,SEVILLA,SÍ,76736000,SEVILLA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3716623,11.45,16.38,10.73,91.66,48.39,1518,3412.8,248063,MOVISTAR COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54313,GRAMALOTE,NO,54313005,LA LOMITA,SÍ,SÍ,SÍ,NO,SÍ,NO,1,3506871,18.34,17.21,14.29,91.58,87.73,2504,1461.8,777913,CLARO COLOMBIA
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76130,CANDELARIA,NO,76130020,DOMINGO LARGO,SÍ,SÍ,SÍ,SÍ,NO,NO,5,1670123,19.07,10.64,11.82,81.09,87.87,521,3066.0,1369358,MOVISTAR COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,SÍ,18150000,CARTAGENA DEL CHAIRÁ,SÍ,SÍ,SÍ,SÍ,NO,NO,4,3786249,29.38,20.16,16.7,86.28,47.37,2567,829.2,711781,CLARO COLOMBIA
2023,4,COLOMBIA MOVIL  S.A ESP,20,CESAR,20770,SAN MARTÍN,NO,20770011,LOS BAGRES,NO,NO,NO,SÍ,NO,NO,2,2659582,30.12,49.98,19.96,89.98,58.78,916,3829.9,588633,TIGO COLOMBIA
2023,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5660,SAN LUIS,SÍ,5660000,SAN LUIS,SÍ,SÍ,NO,NO,NO,NO,1,5244499,53.71,23.26,7.87,84.33,88.37,716,2678.1,899203,ETB
2023,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68773,SUCRE,SÍ,68773000,SUCRE,SÍ,SÍ,SÍ,SÍ,NO,NO,4,2929885,35.51,14.92,11.89,97.45,30.29,2362,2973.5,1274183,CLARO COLOMBIA
2023,2,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5789,TÁMESIS,SÍ,5789000,TÁMESIS,NO,SÍ,SÍ,SÍ,NO,NO,5,5520642,46.17,39.31,11.46,81.74,54.76,2756,1543.1,871122,TIGO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8421,LURUACO,NO,8421005,SANTA CRUZ,SÍ,SÍ,SÍ,SÍ,NO,NO,4,3007148,15.21,29.41,9.57,89.75,36.03,2757,1942.3,1035802,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76001,CALI,NO,76001004,EL HORMIGUERO,SÍ,SÍ,SÍ,NO,NO,NO,1,5552525,21.27,11.73,7.97,93.83,60.55,1936,1283.2,179876,CLARO COLOMBIA
2023,3,PARTNERS TELECOM COLOMBIA SAS,17,CALDAS,17001,MANIZALES,SÍ,17001000,MANIZALES,NO,SÍ,SÍ,SÍ,NO,NO,4,1349239,45.15,22.13,5.99,85.24,31.48,3091,3763.9,592108,WOM COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85010,AGUAZUL,NO,85010001,CUPIAGUA,SÍ,SÍ,SÍ,SÍ,NO,NO,3,1356701,12.64,23.65,18.31,92.48,54.41,559,2208.4,267071,CLARO COLOMBIA
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50680,SAN CARLOS DE GUAROA,NO,50680003,LA PALMERA,SÍ,SÍ,SÍ,NO,NO,NO,4,3847569,34.33,38.92,11.3,96.59,43.24,968,2706.6,1875823,MOVISTAR COLOMBIA
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73678,SAN LUIS,SÍ,73678000,SAN LUIS,SÍ,SÍ,SÍ,NO,NO,NO,2,5893309,39.97,5.93,12.45,83.81,62.0,2403,3070.0,1994656,MOVISTAR COLOMBIA
2023,2,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5667,SAN RAFAEL,SÍ,5667000,SAN RAFAEL,NO,SÍ,SÍ,SÍ,NO,NO,2,5428120,40.11,17.11,18.75,98.34,89.76,1077,1798.9,555884,TIGO COLOMBIA
2023,3,COLOMBIA MOVIL  S.A ESP,47,MAGDALENA,47245,EL BANCO,NO,47245008,EL TRÉBOL,SÍ,NO,NO,SÍ,NO,NO,3,2070464,11.15,28.29,16.64,91.07,78.03,889,3020.4,1611166,TIGO COLOMBIA
2023,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,54,NORTE DE SANTANDER,54405,LOS PATIOS,NO,54405001,LA GARITA,SÍ,NO,NO,NO,NO,NO,1,1585332,26.11,17.1,6.96,85.98,80.74,792,2866.0,1609301,ETB
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68324,GUAVATÁ,SÍ,68324000,GUAVATÁ,SÍ,SÍ,SÍ,SÍ,NO,NO,2,1567950,41.82,33.28,13.48,88.62,68.12,2312,2969.8,1392298,MOVISTAR COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41001,NEIVA,SÍ,41001000,NEIVA,SÍ,SÍ,SÍ,SÍ,NO,NO,5,966472,17.45,26.68,11.63,86.24,32.49,981,2212.3,1645140,CLARO COLOMBIA
2023,2,AVANTEL S.A.S,19,CAUCA,19809,TIMBIQUÍ,SÍ,19809000,TIMBIQUÍ,SÍ,SÍ,SÍ,NO,NO,NO,2,1197710,44.77,21.28,16.96,94.5,42.41,801,1840.3,437927,AVANTEL
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5483,NARIÑO,SÍ,5483000,NARIÑO,NO,NO,NO,SÍ,NO,NO,2,5117048,47.3,47.71,15.86,95.93,85.5,42,1277.3,668728,MOVISTAR COLOMBIA
2023,1,COLOMBIA MOVIL  S.A ESP,41,HUILA,41359,ISNOS,SÍ,41359000,SAN JOSÉ DE ISNOS,NO,SÍ,SÍ,SÍ,NO,NO,1,3988729,59.1,33.45,15.36,96.66,51.97,1609,3386.2,655943,TIGO COLOMBIA
2023,4,COLOMBIA MOVIL  S.A ESP,19,CAUCA,19001,POPAYÁN,SÍ,19001000,POPAYÁN,SÍ,SÍ,SÍ,SÍ,NO,NO,4,5585956,20.49,10.85,10.11,99.72,36.22,2909,2629.2,667327,TIGO COLOMBIA
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25286,FUNZA,NO,25286009,TIENDA NUEVA,SÍ,SÍ,NO,NO,NO,NO,2,5905724,51.26,30.2,17.07,95.83,72.14,1777,2055.2,417399,MOVISTAR COLOMBIA
2023,1,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5649,SAN CARLOS,NO,5649002,SAMANÁ,NO,NO,NO,SÍ,NO,NO,3,5825764,36.01,40.13,5.79,92.03,47.97,349,3804.0,172219,TIGO COLOMBIA
2023,3,PARTNERS TELECOM COLOMBIA SAS,44,LA GUAJIRA,44855,URUMITA,SÍ,44855000,URUMITA,NO,SÍ,SÍ,SÍ,NO,NO,4,3650171,28.67,36.88,7.39,86.78,46.13,1567,667.4,810349,WOM COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73236,DOLORES,NO,73236005,SAN ANDRÉS,SÍ,SÍ,SÍ,NO,NO,NO,5,1710775,16.12,12.74,10.03,90.89,89.88,1129,3475.6,1946252,CLARO COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54174,CHITAGÁ,SÍ,54174001,CHITAGÁ,SÍ,SÍ,SÍ,NO,SÍ,NO,1,5907031,46.78,48.76,6.15,80.82,81.49,2959,3991.5,1767458,CLARO COLOMBIA
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20001,VALLEDUPAR,NO,20001014,PATILLAL,SÍ,SÍ,SÍ,NO,NO,NO,5,3396874,21.79,25.2,8.52,94.9,54.48,2048,3604.3,1469315,MOVISTAR COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66440,MARSELLA,NO,66440003,LA ARGENTINA,SÍ,SÍ,SÍ,SÍ,NO,NO,4,1358924,28.57,12.16,17.45,88.92,88.82,1780,3336.5,794911,CLARO COLOMBIA
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25785,TABIO,NO,25785005,CHICÚ,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4681185,13.13,13.11,19.22,80.4,69.01,583,1810.1,818590,MOVISTAR COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68575,PUERTO WILCHES,NO,68575028,CURUMITA,SÍ,SÍ,NO,SÍ,NO,NO,4,5173656,50.07,9.42,9.57,81.25,74.52,431,1309.6,466042,CLARO COLOMBIA
2023,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23464,MOMIL,NO,23464003,TREMENTINO,SÍ,NO,NO,NO,NO,NO,5,5804998,48.33,41.16,8.97,87.75,31.89,1932,3072.0,1439091,CLARO COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,NO,47692019,PUEBLO NUEVO,NO,SÍ,SÍ,SÍ,NO,NO,4,4812595,46.68,10.49,9.2,91.67,37.3,2100,1566.0,1611150,CLARO COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8433,MALAMBO,NO,8433001,CARACOLÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,5,3090435,24.97,10.63,9.17,89.28,67.99,2987,1116.1,259950,CLARO COLOMBIA
2023,4,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15696,SANTA SOFÍA,SÍ,15696000,SANTA SOFÍA,NO,SÍ,SÍ,NO,NO,NO,4,5966650,18.67,43.27,5.54,92.38,83.94,2567,3252.8,267229,WOM COLOMBIA
2023,3,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73408,LÉRIDA,SÍ,73408000,LÉRIDA,SÍ,SÍ,SÍ,SÍ,NO,NO,3,5909319,41.88,20.51,18.9,89.61,67.42,1348,1593.9,1154490,TIGO COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25377,LA CALERA,NO,25377016,SAN JOSÉ DEL TRIUNFO,SÍ,SÍ,SÍ,SÍ,NO,NO,4,5993278,34.81,6.39,8.21,93.23,38.04,3185,3700.5,1363348,CLARO COLOMBIA
2023,3,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,SÍ,5686000,SANTA ROSA DE OSOS,SÍ,SÍ,SÍ,SÍ,NO,NO,5,1231413,18.91,7.34,11.3,84.38,36.95,2194,3442.2,1437900,CLARO COLOMBIA
2023,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68573,PUERTO PARRA,SÍ,68573000,PUERTO PARRA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,2152564,44.3,11.4,5.15,82.26,80.65,2030,3466.7,1021192,CLARO COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,NO,25899006,PASOANCHO,SÍ,SÍ,SÍ,SÍ,NO,NO,4,3224050,59.56,14.6,17.87,91.93,38.36,1189,3200.5,965048,CLARO COLOMBIA
2023,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68524,PALMAS DEL SOCORRO,SÍ,68524000,PALMAS DEL SOCORRO,SÍ,SÍ,SÍ,SÍ,NO,NO,2,4965100,47.36,34.93,15.97,89.69,61.21,1162,3583.1,1376137,CLARO COLOMBIA
